img,Prediction,,,
4413,0.0261026,,0,
2843,0.233252,,0,
2574,0.419113,,0,
3907,0.495493,,0,
61,0.527838,,0,
4380,0.00271176,,0,
637,0.00281686,,0,
4665,0.107049,,0,
4496,0.567791,,0,
106,0.000704187,,0,
1973,0.0519633,,0,
2997,0.999576,1 243600,1,
1153,0.00392384,,0,
127,0.280012,,0,
3033,0.114454,,0,
3988,0.3986,,0,
1979,0.894135,,0,
5343,0.544249,,0,
521,0.00186139,,0,
1993,0.941246,1 243600,1,
4505,0.278326,,0,
4793,0.678418,,0,
1648,0.686195,,0,
2909,0.860327,,0,
3853,0.979638,1 243600,1,
5458,0.041499,,0,
1802,0.920118,1 243600,1,
3504,0.460326,,0,
5216,0.00713284,,0,
391,0.329899,,0,
175,0.0791567,,0,
4522,0.0134274,,0,
1570,0.0508444,,0,
926,0.227876,,0,
4434,0.0888079,,0,
3600,0.558692,,0,
933,0.00227402,,0,
605,0.297855,,0,
4145,0.0026828,,0,
508,0.480454,,0,
3009,0.930505,1 243600,1,
2271,0.0605066,,0,
3914,0.0647462,,0,
5048,0.0208154,,0,
1041,0.129003,,0,
2282,0.157488,,0,
1553,0.0364507,,0,
2312,0.134677,,0,
2731,0.0928228,,0,
3022,0.353098,,0,
3616,0.00632184,,0,
4411,0.0783525,,0,
2855,0.507325,,0,
4670,0.920118,1 243600,1,
3327,0.237894,,0,
2652,0.103779,,0,
2491,0.984838,1 243600,1,
5230,0.317204,,0,
95,0.0644007,,0,
1647,0.319195,,0,
3581,0.10238,,0,
671,0.00287733,,0,
2751,0.00155476,,0,
4943,0.00632031,,0,
121,0.0453972,,0,
3911,0.665098,,0,
592,0.816782,,0,
760,0.0732335,,0,
2265,0.0821689,,0,
4757,0.957189,1 243600,1,
299,0.951119,1 243600,1,
4639,0.728262,,0,
612,0.212622,,0,
1817,0.35308,,0,
2893,0.0221976,,0,
1298,0.962993,1 243600,1,
1858,0.429224,,0,
3970,0.0220001,,0,
5249,0.278553,,0,
2542,0.457695,,0,
2281,0.19276,,0,
5163,0.0363835,,0,
4536,0.0273383,,0,
733,0.362296,,0,
678,0.897777,,0,
1503,0.00873108,,0,
960,0.918732,1 243600,1,
882,0.18605,,0,
230,0.682264,,0,
5506,0.665904,,0,
4473,0.697387,,0,
3865,0.676914,,0,
3737,0.1034,,0,
1779,0.0111831,,0,
4712,0.802455,,0,
5358,0.0403458,,0,
5459,0.555505,,0,
2106,0.140712,,0,
3443,0.757197,,0,
2276,0.0129613,,0,
4704,0.87728,,0,
4290,0.0145953,,0,
384,0.92504,1 243600,1,
1667,0.578034,,0,
2585,0.0666937,,0,
1887,0.916592,1 243600,1,
3444,0.18407,,0,
1137,0.0114669,,0,
5496,0.0556261,,0,
2888,0.06858,,0,
1543,0.0553767,,0,
3791,0.00564803,,0,
4751,0.000111376,,0,
4574,0.0118518,,0,
3262,0.0126381,,0,
1835,0.941936,1 243600,1,
1010,0.866303,,0,
4062,0.151839,,0,
75,6.12E-05,,0,
339,0.0264308,,0,
2989,0.388758,,0,
1513,7.52E-05,,0,
2251,0.34742,,0,
887,0.14,,0,
2774,0.719471,,0,
2423,0.880591,,0,
3967,0.000720017,,0,
794,0.922988,1 243600,1,
2629,0.429589,,0,
5259,0.544675,,0,
500,0.509859,,0,
4432,0.543404,,0,
2938,0.156739,,0,
5439,0.000663462,,0,
4570,0.415948,,0,
4077,0.334415,,0,
5152,0.12385,,0,
1702,0.597664,,0,
2729,0.453784,,0,
1060,0.8325,,0,
1791,0.42353,,0,
4837,0.0144903,,0,
3606,0.0318053,,0,
460,0.171425,,0,
2671,0.114135,,0,
1050,0.000503999,,0,
2900,0.260566,,0,
1777,0.0732679,,0,
5143,0.93167,1 243600,1,
2368,0.428108,,0,
2852,0.0906355,,0,
4027,0.886456,,0,
2662,0.986892,1 243600,1,
3833,0.00280722,,0,
3277,0.321196,,0,
3891,0.685942,,0,
1444,0.00994036,,0,
4933,0.0204563,,0,
4811,0.0865628,,0,
3845,0.562577,,0,
2325,0.0460854,,0,
34,0.397597,,0,
1855,0.0555497,,0,
584,0.154418,,0,
2627,0.739807,,0,
1846,0.296338,,0,
2210,0.120069,,0,
4402,0.261869,,0,
3732,0.273967,,0,
5195,0.239726,,0,
5395,0.991335,1 243600,1,
5131,0.593497,,0,
5503,0.959674,1 243600,1,
4160,0.0581296,,0,
5320,0.0856692,,0,
2389,0.145449,,0,
2125,7.26E-05,,0,
4968,0.0116042,,0,
2622,0.394641,,0,
5285,0.0400343,,0,
1662,0.64064,,0,
3536,0.00681191,,0,
4140,0.686261,,0,
5035,0.984651,1 243600,1,
1748,0.435067,,0,
5476,0.682983,,0,
991,0.663769,,0,
105,0.325202,,0,
3619,7.50E-05,,0,
1572,0.962993,1 243600,1,
1449,0.214328,,0,
202,0.546783,,0,
3045,0.0534121,,0,
47,0.0737115,,0,
5257,0.0102466,,0,
2734,0.0930454,,0,
699,0.0220195,,0,
5109,0.00367127,,0,
4228,0.0347323,,0,
1353,0.0466658,,0,
248,0.00358781,,0,
4507,0.728955,,0,
2713,0.0160839,,0,
5331,0.00574251,,0,
2348,0.15521,,0,
2044,0.0017627,,0,
2736,0.0921016,,0,
2698,0.378792,,0,
386,0.0400469,,0,
3709,0.778414,,0,
805,0.0214486,,0,
831,0.102148,,0,
3535,0.0121895,,0,
4079,0.933737,1 243600,1,
1675,0.042143,,0,
5144,0.225971,,0,
3993,0.493383,,0,
1112,0.0723456,,0,
3178,0.275974,,0,
874,0.55883,,0,
3654,0.986391,1 243600,1,
3888,0.481778,,0,
3141,0.172427,,0,
4471,0.329366,,0,
2747,0.44902,,0,
1741,0.108208,,0,
3164,0.473809,,0,
1515,0.376466,,0,
5394,0.0168331,,0,
1223,0.163263,,0,
1737,0.0030296,,0,
4753,0.324787,,0,
399,0.397441,,0,
5426,0.291858,,0,
752,0.511179,,0,
1466,0.00836494,,0,
4806,0.336233,,0,
3801,0.583253,,0,
4339,0.324728,,0,
2578,0.146958,,0,
892,0.0103235,,0,
281,0.00652972,,0,
452,0.305291,,0,
1401,0.125307,,0,
3105,0.0136795,,0,
5146,0.313052,,0,
1003,0.706262,,0,
2211,0.0304496,,0,
2416,0.743237,,0,
4918,0.603986,,0,
4440,0.0341351,,0,
899,0.161123,,0,
1759,0.0829884,,0,
3870,0.0101565,,0,
4431,0.513465,,0,
2307,0.0118049,,0,
2188,0.417344,,0,
818,0.454399,,0,
1450,0.373497,,0,
2245,0.246159,,0,
3137,0.947356,1 243600,1,
2254,0.0281024,,0,
1352,8.19E-05,,0,
3476,0.139033,,0,
2530,0.112051,,0,
2366,0.473916,,0,
5199,0.0182269,,0,
4547,0.0508001,,0,
3753,0.00786813,,0,
4543,0.526852,,0,
4844,0.388131,,0,
4179,0.995177,1 243600,1,
3151,0.427716,,0,
98,0.0725024,,0,
3514,0.00987992,,0,
2228,0.0307402,,0,
3819,0.366649,,0,
4779,0.757785,,0,
5150,0.736218,,0,
1724,0.244816,,0,
4487,0.677189,,0,
4084,0.541521,,0,
2311,0.52613,,0,
104,0.0152776,,0,
1154,0.00318485,,0,
3361,0.0458609,,0,
3263,0.00851645,,0,
4485,0.833533,,0,
3609,0.318139,,0,
2116,0.614363,,0,
4676,0.0133672,,0,
470,0.00263774,,0,
1693,0.0214954,,0,
1697,0.600349,,0,
3624,0.480852,,0,
2870,0.621242,,0,
898,0.0903381,,0,
2226,0.152888,,0,
4980,0.257962,,0,
3020,0.0382692,,0,
4568,4.43E-05,,0,
4080,0.00063571,,0,
597,0.0132255,,0,
5427,0.116498,,0,
3148,0.015477,,0,
4218,0.39956,,0,
1929,0.181174,,0,
4638,0.00837664,,0,
4620,0.0646647,,0,
2155,0.113579,,0,
444,0.0237562,,0,
3831,0.183011,,0,
3199,0.0503933,,0,
4158,0.275532,,0,
5377,0.0961185,,0,
5214,0.592248,,0,
2915,0.0438792,,0,
5194,0.194828,,0,
2152,0.0730351,,0,
3027,0.54406,,0,
696,0.108231,,0,
555,0.0556048,,0,
404,0.461241,,0,
2929,0.892196,,0,
307,0.342981,,0,
767,0.0104715,,0,
2765,0.00044568,,0,
5341,0.0388043,,0,
4655,0.550659,,0,
2497,0.980018,1 243600,1,
694,0.982624,1 243600,1,
388,0.621215,,0,
199,0.99183,1 243600,1,
96,0.254613,,0,
5493,0.563599,,0,
558,0.0231859,,0,
4658,0.867467,,0,
347,0.366872,,0,
5102,0.640028,,0,
2969,0.810118,,0,
4865,0.0684297,,0,
4423,0.147208,,0,
2220,0.9689,1 243600,1,
4419,0.999745,1 243600,1,
3904,0.430322,,0,
4961,0.958716,1 243600,1,
4915,0.461574,,0,
4053,0.0253743,,0,
2007,0.0130968,,0,
4425,0.00865836,,0,
3298,0.0363756,,0,
1348,0.00139705,,0,
4491,0.218885,,0,
3127,0.012349,,0,
3776,0.103833,,0,
3923,0.0161548,,0,
3302,0.00785352,,0,
4275,0.10995,,0,
1901,0.270611,,0,
1800,0.0815346,,0,
5129,0.649414,,0,
5213,0.10835,,0,
1906,0.233684,,0,
3304,0.808222,,0,
1280,0.153394,,0,
2554,0.00388148,,0,
282,0.987829,1 243600,1,
2248,0.702508,,0,
1863,0.975372,1 243600,1,
604,0.528784,,0,
1841,0.00320266,,0,
3190,0.947022,1 243600,1,
3924,0.0304767,,0,
4976,0.0404399,,0,
68,0.298385,,0,
86,0.00327228,,0,
4979,0.474086,,0,
2200,0.151283,,0,
1975,0.411969,,0,
3708,0.0141883,,0,
5001,0.460514,,0,
3128,0.121768,,0,
1617,0.810989,,0,
4759,0.73404,,0,
179,0.0207876,,0,
2547,0.00567357,,0,
413,0.282206,,0,
610,0.320058,,0,
1236,0.193019,,0,
288,0.281297,,0,
2185,0.690007,,0,
4593,0.0281467,,0,
2502,0.150599,,0,
145,0.625222,,0,
2365,0.680508,,0,
1821,0.0487819,,0,
1626,0.380717,,0,
256,0.160138,,0,
2966,0.808493,,0,
861,0.43952,,0,
2246,0.0453316,,0,
1525,0.665528,,0,
4717,0.421364,,0,
2873,0.180888,,0,
2656,0.387527,,0,
3214,0.162453,,0,
477,0.0420399,,0,
5040,0.143384,,0,
975,0.686092,,0,
3056,0.0221875,,0,
1040,0.733598,,0,
4711,0.61596,,0,
3191,0.535221,,0,
5279,0.103888,,0,
1075,0.00692068,,0,
5187,0.909128,1 243600,1,
1815,0.141338,,0,
4896,0.665668,,0,
4142,0.00173107,,0,
2050,0.805918,,0,
3836,0.160791,,0,
2272,0.663747,,0,
5036,0.765386,,0,
4549,0.0183222,,0,
720,0.00910167,,0,
4190,0.522567,,0,
3691,0.066746,,0,
3276,0.748948,,0,
2653,0.0556101,,0,
2072,0.191888,,0,
4871,0.467027,,0,
4898,0.962688,1 243600,1,
333,0.268414,,0,
5436,0.00815866,,0,
3338,0.179281,,0,
4047,0.156423,,0,
258,0.480576,,0,
1582,0.50575,,0,
3920,0.00611976,,0,
4794,0.96298,1 243600,1,
4094,0.519724,,0,
1425,0.87572,,0,
5122,0.0546316,,0,
1963,0.956617,1 243600,1,
3628,0.999471,1 243600,1,
372,0.00263149,,0,
4870,0.515289,,0,
2392,0.751203,,0,
2588,0.217708,,0,
1174,0.173521,,0,
2006,0.14218,,0,
1966,0.00677348,,0,
2128,0.413423,,0,
1132,0.067045,,0,
4635,0.80697,,0,
501,0.996933,1 243600,1,
3763,0.971625,1 243600,1,
928,0.0502217,,0,
5153,0.743222,,0,
535,0.0701264,,0,
2744,0.102116,,0,
3979,0.990011,1 243600,1,
1857,0.0735655,,0,
554,0.877223,,0,
1214,0.454812,,0,
4726,0.51115,,0,
4116,0.838723,,0,
5251,0.962804,1 243600,1,
798,0.437047,,0,
4842,0.434259,,0,
2889,0.0943607,,0,
4484,0.14286,,0,
5484,0.446951,,0,
2857,0.933455,1 243600,1,
4415,0.587898,,0,
974,0.000800552,,0,
2504,0.210989,,0,
1341,0.0166916,,0,
5468,0.0090525,,0,
40,0.328311,,0,
4475,0.57217,,0,
180,0.726342,,0,
1718,0.335451,,0,
2214,0.260599,,0,
902,0.468313,,0,
3876,0.13482,,0,
931,0.01787,,0,
3500,0.118131,,0,
913,0.0761759,,0,
314,0.0539571,,0,
3678,0.726553,,0,
2621,0.341251,,0,
4443,0.503863,,0,
867,0.539829,,0,
2595,0.534129,,0,
3699,0.00305802,,0,
4942,0.0874954,,0,
3094,0.828921,,0,
3656,0.364351,,0,
2570,0.985498,1 243600,1,
3902,0.942548,1 243600,1,
5286,0.507975,,0,
1098,0.823167,,0,
622,0.741975,,0,
3470,0.548293,,0,
2667,0.99503,1 243600,1,
3918,0.553,,0,
5303,0.000469886,,0,
5287,0.00876954,,0,
1991,0.348679,,0,
2752,0.941484,1 243600,1,
383,0.0474323,,0,
377,0.208302,,0,
2283,0.123411,,0,
836,0.114607,,0,
770,0.160436,,0,
2216,0.716185,,0,
1390,0.00317304,,0,
3464,0.85643,,0,
2944,0.0163531,,0,
1281,0.546067,,0,
2417,0.105798,,0,
3623,0.352349,,0,
4899,0.0533525,,0,
1760,0.0129278,,0,
4393,7.50E-05,,0,
3279,0.196469,,0,
1888,0.231924,,0,
2672,0.315245,,0,
2107,0.042938,,0,
2354,0.706243,,0,
4626,0.988006,1 243600,1,
1394,0.0292251,,0,
5400,0.973615,1 243600,1,
1826,0.0240804,,0,
4700,0.711214,,0,
443,0.995517,1 243600,1,
2816,0.98469,1 243600,1,
5118,0.505186,,0,
4204,0.418335,,0,
5120,0.219529,,0,
4734,0.559075,,0,
2099,0.0358553,,0,
4427,0.96298,1 243600,1,
455,0.00419881,,0,
1486,0.0026828,,0,
3205,0.415436,,0,
289,0.548909,,0,
2360,0.0804228,,0,
2917,0.308252,,0,
3318,0.377808,,0,
3629,0.0703486,,0,
817,0.0112313,,0,
3349,0.226887,,0,
3594,0.114655,,0,
1402,0.825221,,0,
2899,0.291893,,0,
5022,0.350407,,0,
242,0.784511,,0,
3241,0.00681399,,0,
4754,0.340331,,0,
680,0.133286,,0,
4654,0.693549,,0,
4684,0.594447,,0,
290,0.778613,,0,
4259,0.098698,,0,
522,0.196088,,0,
1472,0.429557,,0,
112,0.596444,,0,
1324,0.0104328,,0,
2817,0.0130375,,0,
5422,0.342262,,0,
4656,0.0112112,,0,
2837,0.00011653,,0,
2457,0.0348827,,0,
474,0.180473,,0,
711,3.81E-05,,0,
3513,0.00339543,,0,
1085,0.821629,,0,
64,0.38845,,0,
620,0.162003,,0,
2067,0.0134411,,0,
2326,0.444908,,0,
3235,0.281995,,0,
30,0.00232821,,0,
3356,0.98182,1 243600,1,
906,0.00124667,,0,
813,0.464416,,0,
3808,0.45097,,0,
5327,0.99444,1 243600,1,
753,0.921476,1 243600,1,
4020,0.607324,,0,
1317,0.884718,,0,
233,0.91201,1 243600,1,
4771,0.0120151,,0,
2356,0.00597485,,0,
3345,0.0135346,,0,
4246,0.00344371,,0,
1368,0.666876,,0,
2288,0.0707982,,0,
3746,0.0963458,,0,
494,0.105391,,0,
3735,0.973785,1 243600,1,
3275,0.388225,,0,
3287,0.00264424,,0,
5324,0.0209262,,0,
4679,0.0927126,,0,
2639,0.75979,,0,
4336,0.151382,,0,
4814,0.495326,,0,
300,0.141077,,0,
3885,0.904264,1 243600,1,
4070,0.483709,,0,
4495,0.00265239,,0,
2798,0.752073,,0,
1983,0.481943,,0,
700,0.240522,,0,
3879,0.370934,,0,
1573,0.802944,,0,
137,0.0324184,,0,
295,0.0617913,,0,
2791,1.26E-05,,0,
2881,0.0203575,,0,
2887,0.510294,,0,
4830,0.0793868,,0,
4058,0.0579387,,0,
4554,0.336299,,0,
1397,0.20449,,0,
2565,0.961507,1 243600,1,
4038,0.307474,,0,
631,0.555879,,0,
3901,0.120206,,0,
3721,0.383088,,0,
2746,0.002633,,0,
581,0.0401829,,0,
4792,0.0743508,,0,
1871,0.976467,1 243600,1,
1642,0.0270808,,0,
4744,0.316497,,0,
842,0.000976889,,0,
2133,0.0152641,,0,
4281,0.382272,,0,
1363,0.0390059,,0,
2669,0.289082,,0,
3152,0.0389855,,0,
3625,0.00937294,,0,
4834,0.0134714,,0,
5050,0.662995,,0,
4131,0.0263175,,0,
2468,0.803588,,0,
3658,0.000758885,,0,
5003,0.0654204,,0,
5388,0.386007,,0,
1320,0.935494,1 243600,1,
2261,0.441395,,0,
1784,0.761163,,0,
3395,0.843977,,0,
2775,0.474142,,0,
1365,0.000100552,,0,
37,0.881897,,0,
2945,0.0581764,,0,
3242,0.300779,,0,
3703,0.5857,,0,
1304,0.285089,,0,
528,0.993533,1 243600,1,
4383,0.848558,,0,
1504,0.891113,,0,
4929,0.427598,,0,
4701,0.761478,,0,
3043,0.00373828,,0,
1866,0.411555,,0,
2851,0.00737221,,0,
5169,0.832139,,0,
1592,0.00452175,,0,
4621,0.679474,,0,
1892,0.0741305,,0,
4836,0.000363944,,0,
5371,0.742262,,0,
909,0.286573,,0,
456,0.85664,,0,
4241,0.715623,,0,
141,0.214087,,0,
2154,0.103796,,0,
1731,0.00028558,,0,
283,0.518623,,0,
5348,0.104419,,0,
4,0.004066,,0,
2388,0.309987,,0,
4797,0.0053683,,0,
2854,0.677704,,0,
5379,0.25784,,0,
2008,0.9847,1 243600,1,
5278,0.00726061,,0,
5262,0.0429055,,0,
2337,0.351569,,0,
158,0.263587,,0,
1602,0.681787,,0,
275,0.848495,,0,
5445,0.342956,,0,
5429,0.391195,,0,
2981,0.528546,,0,
4825,0.0574706,,0,
1733,0.518687,,0,
1034,0.153652,,0,
3010,0.148869,,0,
4997,0.261935,,0,
4324,0.421546,,0,
3861,0.0530395,,0,
1386,0.0125889,,0,
1881,0.8801,,0,
2470,0.59361,,0,
435,0.962993,1 243600,1,
1522,0.987617,1 243600,1,
3096,0.0260011,,0,
4605,0.0135143,,0,
3157,0.905364,1 243600,1,
2108,0.00629906,,0,
376,0.432795,,0,
5461,0.070828,,0,
5064,0.222976,,0,
2564,0.899207,,0,
2805,0.097387,,0,
3317,0.0685697,,0,
2559,0.130204,,0,
2397,0.949114,1 243600,1,
4264,0.658065,,0,
4950,0.724877,,0,
3412,0.100571,,0,
5246,0.00773425,,0,
2240,0.95304,1 243600,1,
393,0.000489849,,0,
3736,0.0449091,,0,
2923,0.311663,,0,
82,0.0398069,,0,
420,0.0554311,,0,
2480,0.354396,,0,
2174,0.0483353,,0,
53,0.188373,,0,
155,0.800567,,0,
4703,0.330275,,0,
2742,0.490711,,0,
5502,0.00543148,,0,
4188,0.389825,,0,
1501,0.407534,,0,
1550,0.352133,,0,
4702,0.000845377,,0,
900,0.00018786,,0,
1936,0.00386403,,0,
1615,0.743085,,0,
506,0.08413,,0,
3767,0.889443,,0,
3750,0.0226551,,0,
1284,0.224254,,0,
930,0.871081,,0,
3759,0.286133,,0,
4227,0.341022,,0,
2661,0.38473,,0,
4798,0.0507849,,0,
2589,0.0149481,,0,
5352,0.164922,,0,
1593,0.0148231,,0,
4008,0.158423,,0,
1612,0.0192955,,0,
747,0.118629,,0,
4309,0.000821632,,0,
4337,0.0403633,,0,
3622,0.0178842,,0,
237,0.997266,1 243600,1,
4577,0.87973,,0,
2199,0.760404,,0,
3121,0.00252242,,0,
1969,0.497882,,0,
3131,0.389902,,0,
3897,0.242161,,0,
3482,0.712349,,0,
2908,0.546771,,0,
2135,0.306499,,0,
3980,0.445595,,0,
432,0.460245,,0,
3774,0.000359173,,0,
808,0.963494,1 243600,1,
4970,0.226246,,0,
192,0.00116092,,0,
2724,0.222658,,0,
2850,0.0151994,,0,
5229,0.994563,1 243600,1,
4930,0.99303,1 243600,1,
2882,8.86E-05,,0,
1720,0.528784,,0,
392,0.0276306,,0,
5434,0.00612372,,0,
4887,0.242765,,0,
2956,0.00353595,,0,
2208,0.464151,,0,
1411,0.997175,1 243600,1,
4725,0.554021,,0,
1663,0.670168,,0,
387,0.894356,,0,
3809,0.860719,,0,
83,0.0746706,,0,
154,0.867171,,0,
664,0.962993,1 243600,1,
1491,0.289293,,0,
263,0.956913,1 243600,1,
4379,0.987003,1 243600,1,
43,0.00263617,,0,
4430,0.0299284,,0,
2461,0.00109131,,0,
5319,0.0820249,,0,
3369,0.0465243,,0,
4695,0.24932,,0,
4175,0.456661,,0,
4959,0.810015,,0,
1618,0.283259,,0,
1994,0.142304,,0,
4783,0.00121484,,0,
2512,0.363878,,0,
3607,0.189638,,0,
1932,0.989024,1 243600,1,
1490,0.00149115,,0,
822,0.578841,,0,
243,0.138178,,0,
4730,0.84736,,0,
5332,0.06797,,0,
2940,0.883647,,0,
578,0.386886,,0,
3374,0.510713,,0,
5207,0.0666141,,0,
244,0.710363,,0,
2668,0.330475,,0,
3579,0.797534,,0,
4671,0.867674,,0,
712,0.34438,,0,
2330,0.39492,,0,
1903,0.667607,,0,
3434,0.248091,,0,
2231,0.969732,1 243600,1,
5168,0.00159912,,0,
1213,0.341455,,0,
2202,0.101894,,0,
5261,0.0890505,,0,
3981,0.563801,,0,
2352,0.298683,,0,
2349,0.146215,,0,
1744,0.465606,,0,
2432,0.148135,,0,
853,0.0731221,,0,
1481,0.877112,,0,
4102,0.0535356,,0,
3519,4.06E-05,,0,
4750,0.0845495,,0,
4664,0.0783792,,0,
4466,0.726775,,0,
5181,0.00309136,,0,
4747,0.38071,,0,
3422,0.0297258,,0,
4897,0.435122,,0,
1955,0.07146,,0,
1689,0.0488108,,0,
941,0.774695,,0,
4966,0.129825,,0,
2304,0.715063,,0,
4298,0.858004,,0,
3041,0.750676,,0,
3423,0.00359634,,0,
4667,0.65662,,0,
1669,0.0210845,,0,
2967,0.0786437,,0,
1876,0.501027,,0,
3542,0.0258566,,0,
804,0.0979218,,0,
1288,0.847463,,0,
2834,0.322421,,0,
3011,0.813055,,0,
1151,0.567288,,0,
3439,0.909589,1 243600,1,
5073,0.0686289,,0,
4378,0.326279,,0,
5473,0.781709,,0,
3583,0.000918975,,0,
4233,0.00183339,,0,
4808,0.24871,,0,
3272,0.0154055,,0,
3525,0.717886,,0,
910,0.990317,1 243600,1,
4087,0.856646,,0,
5372,0.0271038,,0,
461,0.13415,,0,
964,0.53604,,0,
2858,0.427928,,0,
3848,0.262737,,0,
875,0.00306831,,0,
285,0.00419584,,0,
168,0.838462,,0,
3475,0.177392,,0,
3394,0.000865333,,0,
343,0.764567,,0,
907,0.388543,,0,
2756,0.541367,,0,
2233,0.020115,,0,
171,0.125025,,0,
1891,0.170255,,0,
1819,0.0532435,,0,
2454,0.090891,,0,
762,0.491335,,0,
5028,0.0485362,,0,
1204,0.956931,1 243600,1,
4006,0.0249869,,0,
2573,0.0118289,,0,
3574,0.169436,,0,
60,0.00662073,,0,
1884,0.00264458,,0,
4412,0.654859,,0,
4787,0.110297,,0,
2799,0.962993,1 243600,1,
3390,0.000131581,,0,
2103,0.98151,1 243600,1,
3539,0.787694,,0,
4252,0.013095,,0,
3560,0.487307,,0,
1595,0.396785,,0,
2663,0.130286,,0,
1287,0.99493,1 243600,1,
1512,0.902515,1 243600,1,
5086,0.529899,,0,
4348,0.082202,,0,
3337,0.0319437,,0,
5065,0.440143,,0,
3745,0.966469,1 243600,1,
1337,0.0141821,,0,
183,0.000196293,,0,
5189,0.199037,,0,
673,0.235105,,0,
181,0.207335,,0,
2319,0.0200706,,0,
709,0.0320477,,0,
1063,0.271062,,0,
118,0.0478401,,0,
3218,0.409694,,0,
4123,0.987881,1 243600,1,
4216,0.182528,,0,
657,0.0175603,,0,
3478,0.782155,,0,
115,0.18813,,0,
820,0.0422109,,0,
3430,0.142252,,0,
3830,0.00626842,,0,
2230,0.913392,1 243600,1,
1134,0.997216,1 243600,1,
5049,0.543504,,0,
775,0.346883,,0,
1703,0.247181,,0,
2541,0.927543,1 243600,1,
4143,0.00604111,,0,
351,0.952537,1 243600,1,
4988,0.00209977,,0,
1250,0.890013,,0,
4756,0.262064,,0,
4696,0.00146955,,0,
3404,0.290644,,0,
3208,0.16324,,0,
3627,0.763143,,0,
2313,0.129679,,0,
4960,0.551436,,0,
5508,0.364021,,0,
135,0.551542,,0,
5369,0.269278,,0,
5500,0.0460344,,0,
178,0.119421,,0,
2015,0.0796669,,0,
1569,0.013584,,0,
4809,0.828649,,0,
5024,0.430076,,0,
4115,0.00134487,,0,
4557,0.0070012,,0,
3222,0.00353592,,0,
3340,0.147961,,0,
1159,0.371346,,0,
3135,0.454757,,0,
3028,0.354724,,0,
3357,0.00274903,,0,
4300,0.517749,,0,
4534,0.0527839,,0,
139,0.0923636,,0,
1813,0.836566,,0,
355,0.0248319,,0,
4398,0.00362733,,0,
3896,0.839372,,0,
5180,0.228405,,0,
201,0.047578,,0,
74,0.0755736,,0,
2393,0.257478,,0,
2830,0.996597,1 243600,1,
5096,0.949182,1 243600,1,
4261,0.00570886,,0,
1094,0.366825,,0,
2522,0.547044,,0,
4733,0.151054,,0,
221,0.46527,,0,
3037,0.615635,,0,
4741,0.0206999,,0,
4268,0.863509,,0,
4772,0.995861,1 243600,1,
687,0.271239,,0,
3546,0.000282686,,0,
4436,0.00012279,,0,
2442,0.889063,,0,
3147,0.136964,,0,
190,0.953038,1 243600,1,
3299,0.598071,,0,
634,0.89424,,0,
1485,0.0141875,,0,
4134,0.861895,,0,
51,0.5442,,0,
1526,0.000824696,,0,
209,0.556189,,0,
5501,0.18963,,0,
5104,0.00268908,,0,
5274,0.0252351,,0,
4035,0.0272187,,0,
5193,0.380161,,0,
176,0.0302886,,0,
4091,0.0220217,,0,
1342,0.0653314,,0,
5318,0.750747,,0,
2238,0.0281196,,0,
4551,0.361728,,0,
2407,0.745245,,0,
1375,0.77549,,0,
2948,0.863898,,0,
5362,0.528784,,0,
4128,0.360896,,0,
2828,0.561542,,0,
1875,0.843256,,0,
1707,0.0373602,,0,
1611,0.166115,,0,
5043,0.548904,,0,
4864,0.751313,,0,
828,0.0743375,,0,
1859,0.741963,,0,
92,0.294782,,0,
2758,0.00358781,,0,
3543,0.0500137,,0,
1432,0.0706489,,0,
727,0.156549,,0,
4829,0.967068,1 243600,1,
373,0.201294,,0,
4017,0.716562,,0,
1475,0.164768,,0,
2743,0.323355,,0,
5472,0.501487,,0,
5128,0.0124138,,0,
4659,0.982284,1 243600,1,
2020,0.108621,,0,
3433,0.200063,,0,
19,0.204827,,0,
4634,2.56E-05,,0,
621,0.98469,1 243600,1,
108,0.0790584,,0,
5147,0.374885,,0,
1996,0.0646633,,0,
3740,0.0638702,,0,
1867,0.0167547,,0,
2936,0.433711,,0,
4977,0.0458899,,0,
4737,0.289247,,0,
4958,0.0145327,,0,
1090,0.00194538,,0,
3311,0.179203,,0,
511,0.946472,1 243600,1,
1044,0.187581,,0,
4223,0.962964,1 243600,1,
1015,0.0386153,,0,
1806,0.368159,,0,
1686,0.0303416,,0,
2372,0.913675,1 243600,1,
319,0.445036,,0,
1218,0.173142,,0,
4790,0.265692,,0,
2999,0.0486449,,0,
389,0.157548,,0,
2069,0.00949828,,0,
4965,0.721002,,0,
3773,0.0562314,,0,
4222,0.694277,,0,
411,0.371842,,0,
774,0.242979,,0,
5148,0.990733,1 243600,1,
2449,0.430076,,0,
3113,0.878802,,0,
980,0.875632,,0,
2139,0.325727,,0,
4630,0.102793,,0,
1102,0.180615,,0,
20,0.453731,,0,
495,0.887397,,0,
1694,0.224391,,0,
4315,0.0172209,,0,
2587,0.0118335,,0,
2092,0.118679,,0,
2676,0.218154,,0,
4906,0.410232,,0,
4780,0.0269263,,0,
3531,0.475751,,0,
888,0.179615,,0,
4406,0.616119,,0,
2907,0.727449,,0,
1087,0.0104736,,0,
76,0.000183087,,0,
2796,0.000513692,,0,
2524,0.0272534,,0,
3162,0.261543,,0,
749,0.451561,,0,
56,0.610849,,0,
1710,0.52365,,0,
345,0.998755,1 243600,1,
4032,0.30875,,0,
